node,x,y
4837,409.501000,-1360.978000
1465,-1499.595000,-770.259000
4158,-1294.792000,599.644000
2554,-1187.376000,-497.180000
4860,-1055.725000,-517.067000
574,-1249.701000,-1234.240000
441,-593.617000,-578.139000
1511,1075.422000,-591.136000
5618,542.370000,112.189000
1629,-1295.533000,-909.736000
3019,-943.374000,-1016.325000
1560,639.622000,-137.484000
2621,-110.760000,818.182000
2809,-55.998000,464.652000
1816,-971.615000,-981.332000
4771,-948.116000,-763.069000
3815,901.119000,1010.177000
987,307.140000,49.419000
1136,88.793000,-1387.412000
2521,-73.991000,436.089000
385,704.014000,251.382000
2908,926.132000,979.695000
161,-326.455000,-1351.784000
5611,-936.231000,313.326000
1520,-634.383000,-920.439000
3792,941.738000,133.695000
247,572.365000,257.462000
3736,-529.112000,-1470.380000
3795,-684.274000,122.689000
4959,1002.679000,-694.102000
3913,-1205.310000,-937.017000
3028,1459.045000,460.220000
1595,759.758000,1148.590000
1280,232.530000,-1665.634000
5157,-1138.547000,-79.293000
29,-158.335000,1147.211000
3016,397.551000,912.737000
3083,853.438000,-196.515000
511,-804.420000,-1491.186000
65,-257.036000,-311.897000
1236,-142.065000,-373.968000
1073,-999.646000,-57.901000
4569,1249.015000,-457.771000
4811,1331.288000,-968.394000
4624,-158.590000,1355.148000
5621,726.714000,212.053000
3313,-1478.872000,-496.058000
3616,-1416.430000,432.869000
4000,-701.168000,1127.152000
2350,-1135.513000,-762.093000
5014,1149.848000,892.221000
4597,143.979000,1446.421000
2974,13.327000,1161.108000
129,-635.371000,740.726000
361,1022.183000,815.185000
4151,177.523000,1455.756000
2831,-1555.680000,577.583000
3127,-817.416000,1355.154000
4177,401.613000,122.991000
3746,-1666.882000,235.983000
5251,749.646000,-1068.969000
3352,1478.614000,-377.819000
4363,46.268000,-209.972000
1342,-533.806000,595.064000
366,-174.893000,742.451000
5413,361.507000,-433.181000
1516,1106.249000,-1070.248000
3285,-736.151000,14.700000
2773,-1176.145000,-507.583000
2978,614.039000,157.394000
795,-1399.106000,302.729000
806,124.789000,755.270000
5397,-1100.662000,-481.749000
2828,-601.751000,783.634000
3833,-208.240000,-433.678000
4300,-901.673000,-803.387000
141,-423.180000,286.663000
1450,841.711000,-663.119000
5565,612.826000,234.878000
4406,-644.545000,965.427000
3518,-1057.370000,-713.593000
4548,-515.824000,-1190.775000
107,-1254.069000,302.267000
1995,818.870000,-977.703000
663,-52.746000,-416.648000
4963,304.259000,896.325000
3957,278.951000,783.707000
668,-697.876000,501.714000
374,1514.576000,263.830000
1449,546.708000,-1055.280000
2016,1379.601000,-9.154000
5314,-223.225000,-554.618000
328,932.540000,1162.657000
3270,287.994000,-1737.258000
3488,-657.677000,1316.575000
1923,669.870000,243.642000
5415,-832.498000,1132.183000
1467,-479.544000,154.308000
2682,83.387000,92.617000
2670,-831.593000,1026.040000
910,558.697000,20.628000
2208,-10.083000,1449.292000
2448,-1525.778000,-874.469000
3084,649.200000,522.028000
4289,316.943000,786.590000
1992,-1015.149000,-491.013000
2534,360.608000,-1641.697000
2961,1206.041000,752.702000
356,452.404000,-1121.599000
442,-661.922000,-1461.805000
856,-145.304000,1217.653000
2748,-598.545000,1219.264000
3190,375.178000,1015.067000
209,-1707.531000,76.995000
3048,1196.261000,231.429000
2848,-521.062000,-1651.009000
877,570.933000,188.495000
1197,-595.659000,717.850000
1921,1562.791000,-338.917000
2245,-1067.686000,372.181000
5208,-141.467000,938.811000
4015,-642.674000,740.770000
3100,585.232000,375.472000
5426,-729.207000,995.055000
3931,-1112.438000,-504.905000
2743,419.394000,-896.005000
4021,-1180.254000,222.964000
1395,1555.379000,-343.556000
423,-1357.836000,-866.197000
3513,-1511.030000,-535.769000
339,726.847000,81.960000
4251,-1249.769000,-1134.539000
4495,-861.103000,-26.939000
5059,-1555.510000,7.290000
4803,-1156.938000,-608.302000
1753,-1530.539000,583.751000
5180,-62.603000,-499.787000
626,-753.409000,-1171.762000
737,-461.151000,-1392.233000
2632,-512.808000,-1699.049000
